warehouse_code,order_date,order_num
GBLTNA,2020-05-21 00:00:00,25342
GBLTNA,2020-08-02 00:00:00,16805
GBLTNA,2020-08-05 00:00:00,22560
GBLTNA,2020-08-12 00:00:00,21123
GBLTNA,2020-11-13 00:00:00,39322
GBLTNA,2020-12-21 00:00:00,34190
GBLTNA,2021-01-22 00:00:00,27584
JPOSAA,2020-01-06 00:00:00,1826
JPOSAA,2020-02-12 00:00:00,531
JPOSAA,2020-03-21 00:00:00,278
JPOSAA,2020-03-30 00:00:00,612
JPOSAA,2020-06-12 00:00:00,545
JPOSAA,2020-07-23 00:00:00,428
JPOSAA,2020-09-27 00:00:00,60
JPOSAA,2020-10-05 00:00:00,430
JPOSAA,2020-11-05 00:00:00,712
JPOSAA,2020-12-04 00:00:00,955
JPOSAA,2021-01-07 00:00:00,992
JPOSAA,2021-01-09 00:00:00,179
PLSLBA,2020-02-04 00:00:00,278
PLSLBA,2020-08-10 00:00:00,1180
PLSLBA,2020-10-29 00:00:00,127
PLSLBA,2020-11-02 00:00:00,218
PLSLBB,2020-08-05 00:00:00,307
PLSLBB,2020-08-11 00:00:00,793
PLSLBB,2020-11-28 00:00:00,5055
PLSLBB,2020-12-20 00:00:00,1939
PLSLBB,2020-12-30 00:00:00,3481
PLSLBB,2021-01-18 00:00:00,4265
USLAXA,2020-01-14 00:00:00,9044
USLAXA,2020-01-18 00:00:00,6669
USLAXA,2020-01-30 00:00:00,10309
USLAXA,2020-04-02 00:00:00,20573
USLAXA,2020-04-04 00:00:00,6812
USLAXA,2020-05-26 00:00:00,14433
USLAXA,2020-06-21 00:00:00,17345
USLAXA,2020-06-25 00:00:00,11949
USNYCA,2020-01-04 00:00:00,2904
USNYCA,2020-05-17 00:00:00,7383
USNYCA,2020-06-10 00:00:00,7011
USNYCA,2020-06-11 00:00:00,9146
USNYCA,2020-08-09 00:00:00,9773
USNYCA,2020-11-12 00:00:00,11654
USNYCA,2020-11-16 00:00:00,14854
USNYCA,2020-12-11 00:00:00,15698
USNYCA,2020-12-16 00:00:00,14572
USNYCA,2020-12-24 00:00:00,7917
AUMELA,2020-02-04 00:00:00,10
AUMELA,2020-02-19 00:00:00,10
AUMELA,2020-03-17 00:00:00,13
AUMELA,2020-09-13 00:00:00,9
AUMELA,2020-09-18 00:00:00,5
AUMELA,2020-10-04 00:00:00,10
AUMELA,2020-10-18 00:00:00,3
AUMELA,2020-10-22 00:00:00,3
AUMELA,2020-11-25 00:00:00,7
AUMELB,2020-08-31 00:00:00,192
AUMELB,2020-09-02 00:00:00,167
AUMELB,2020-09-18 00:00:00,158
AUMELB,2020-12-07 00:00:00,277
AUMELB,2021-01-07 00:00:00,408
AUSYDA,2020-01-18 00:00:00,1187
AUSYDA,2020-04-02 00:00:00,2492
AUSYDA,2020-04-17 00:00:00,2298
AUSYDA,2020-09-24 00:00:00,2676
AUSYDA,2020-11-10 00:00:00,3260
AUSYDA,2020-11-13 00:00:00,2940
AUSYDA,2020-11-22 00:00:00,1924
AUSYDA,2020-12-03 00:00:00,3624
AUSYDA,2020-12-30 00:00:00,2360
AUSYDA,2021-01-19 00:00:00,2576
BELGGA,2020-01-16 00:00:00,113
BELGGA,2020-02-22 00:00:00,73
BELGGA,2020-03-29 00:00:00,62
BELGGA,2020-05-08 00:00:00,46
BELGGA,2020-05-30 00:00:00,71
BELGGA,2020-07-31 00:00:00,88
BELGGA,2020-09-18 00:00:00,116
BELGGB,2020-02-23 00:00:00,11
BELGGB,2020-03-07 00:00:00,27
BELGGB,2020-04-08 00:00:00,162
BELGGB,2020-05-09 00:00:00,155
BELGGB,2020-06-18 00:00:00,269
BELGGB,2020-07-10 00:00:00,419
BELGGB,2020-07-22 00:00:00,822
BELGGB,2020-12-31 00:00:00,2442
CAMSGA,2020-01-22 00:00:00,153
CAMSGA,2020-01-24 00:00:00,198
CAMSGA,2020-02-14 00:00:00,200
CAMSGA,2020-03-25 00:00:00,256
CAMSGA,2020-05-25 00:00:00,392
CAMSGA,2020-07-13 00:00:00,893
CAMSGA,2020-10-14 00:00:00,622
CAMSGA,2020-11-08 00:00:00,468
CARCDA,2020-03-12 00:00:00,2
CAYYZA,2020-03-16 00:00:00,2
CNDGMA,2020-01-06 00:00:00,42
CNDGMA,2020-01-23 00:00:00,8
CNDGMA,2020-02-17 00:00:00,26
CNDGMA,2020-03-16 00:00:00,8
CNDGMA,2020-06-24 00:00:00,1
CNHKGB,2020-03-12 00:00:00,501
CNHKGB,2020-03-15 00:00:00,22
CNHKGB,2020-04-13 00:00:00,654
CNHKGB,2020-07-17 00:00:00,871
CNHKGB,2020-10-14 00:00:00,1599
CNHKGB,2020-11-23 00:00:00,2065
CNHKGB,2020-12-17 00:00:00,888
CNHKGB,2021-01-20 00:00:00,943
CNHKGB,2021-01-22 00:00:00,787
CZPRGA,2020-01-14 00:00:00,8859
CZPRGA,2020-03-01 00:00:00,3174
CZPRGA,2020-03-30 00:00:00,16617
CZPRGA,2020-06-27 00:00:00,5280
CZPRGA,2020-07-10 00:00:00,7382
CZPRGA,2020-09-07 00:00:00,15631
CZPRGA,2020-10-09 00:00:00,9891
CZPRGA,2020-10-13 00:00:00,11320
CZPRGA,2020-11-22 00:00:00,8468
CZPRGA,2020-12-31 00:00:00,12938
DEFRAA,2020-01-31 00:00:00,2521
DEFRAA,2020-03-06 00:00:00,3114
DEFRAA,2020-03-15 00:00:00,1192
DEFRAA,2020-03-29 00:00:00,1726
DEFRAA,2020-04-27 00:00:00,5055
DEFRAA,2020-05-05 00:00:00,4701
DEFRAA,2020-05-16 00:00:00,2526
DEFRAA,2020-05-24 00:00:00,1489
DEFRAA,2020-07-27 00:00:00,9058
DEFRAA,2020-09-19 00:00:00,4415
DEFRAA,2020-09-28 00:00:00,9884
DEFRAA,2020-10-02 00:00:00,6433
DEFRAA,2020-10-15 00:00:00,7349
DEFRAB,2020-02-20 00:00:00,3764
DEFRAB,2020-05-04 00:00:00,18408
DEFRAB,2020-09-14 00:00:00,16238
DEFRAB,2020-09-19 00:00:00,4495
DEFRAB,2020-10-11 00:00:00,1633
DEFRAB,2020-10-15 00:00:00,12885
DEFRAB,2020-11-08 00:00:00,814
DEFRAB,2021-01-17 00:00:00,849
DEFRAC,2020-10-06 00:00:00,122
DEFRAC,2020-10-15 00:00:00,198
DEFRAC,2020-12-12 00:00:00,6899
DEFRAD,2020-12-12 00:00:00,3
DEFRAD,2020-12-25 00:00:00,2507
DEFRAD,2021-01-10 00:00:00,4618
ESMADA,2020-01-06 00:00:00,2884
ESMADA,2020-04-13 00:00:00,3576
ESMADA,2020-05-03 00:00:00,1422
ESMADA,2020-05-06 00:00:00,3208
ESMADA,2020-05-20 00:00:00,3576
ESMADA,2020-06-23 00:00:00,2632
ESMADA,2020-07-13 00:00:00,4720
ESMADA,2020-07-29 00:00:00,4235
ESMADA,2020-10-01 00:00:00,3199
ESMADA,2020-12-03 00:00:00,7387
FRCDGA,2020-10-04 00:00:00,9
FRCDGA,2021-01-23 00:00:00,14
GBLONA,2020-02-08 00:00:00,2664
GBLONA,2020-03-21 00:00:00,5157
GBLONA,2020-04-21 00:00:00,4755
GBLONA,2020-04-24 00:00:00,3429
GBLONA,2020-05-11 00:00:00,6325
GBLONA,2020-05-19 00:00:00,4606
GBLONA,2020-08-02 00:00:00,435
GBLONA,2020-08-29 00:00:00,2671
GBLONA,2020-09-13 00:00:00,560
GBLONA,2020-10-18 00:00:00,1227
GBLONA,2020-11-18 00:00:00,7728
GBLONA,2020-12-18 00:00:00,4597
GBLONA,2021-01-05 00:00:00,7200
GBLONA,2021-01-06 00:00:00,7070
GBLONA,2021-01-19 00:00:00,8382
GBLTNA,2020-03-12 00:00:00,20581
GBLTNA,2020-11-03 00:00:00,35175
GBLTNA,2020-11-28 00:00:00,45310
JPOSAA,2020-01-16 00:00:00,501
JPOSAA,2020-02-08 00:00:00,328
JPOSAA,2020-02-27 00:00:00,450
JPOSAA,2020-05-12 00:00:00,632
JPOSAA,2020-06-07 00:00:00,44
JPOSAA,2020-07-22 00:00:00,846
JPOSAA,2020-12-17 00:00:00,682
JPOSAA,2021-01-15 00:00:00,655
PLSLBA,2020-01-05 00:00:00,133
PLSLBA,2020-01-22 00:00:00,226
PLSLBA,2020-02-26 00:00:00,247
PLSLBA,2020-03-02 00:00:00,371
PLSLBA,2020-05-04 00:00:00,358
PLSLBA,2020-08-13 00:00:00,858
PLSLBA,2020-09-12 00:00:00,486
PLSLBA,2020-09-18 00:00:00,475
PLSLBA,2020-10-30 00:00:00,117
PLSLBA,2020-11-11 00:00:00,899
PLSLBB,2020-10-30 00:00:00,1559
PLSLBB,2020-12-07 00:00:00,6301
PLSLBB,2021-01-17 00:00:00,2261
USLAXA,2020-01-10 00:00:00,7822
USLAXA,2020-03-11 00:00:00,8508
USLAXA,2020-03-12 00:00:00,7150
USLAXA,2020-04-24 00:00:00,15391
USLAXA,2020-04-29 00:00:00,16893
USLAXA,2020-10-02 00:00:00,10821
USLAXA,2020-11-24 00:00:00,14868
USLAXA,2020-12-22 00:00:00,9931
USNYCA,2020-01-09 00:00:00,4775
USNYCA,2020-03-01 00:00:00,5684
USNYCA,2020-03-17 00:00:00,5429
USNYCA,2020-04-28 00:00:00,8669
USNYCA,2020-08-08 00:00:00,5746
USNYCA,2020-10-21 00:00:00,10570
USNYCA,2020-11-23 00:00:00,16637
USNYCA,2020-11-24 00:00:00,16027
AUMELA,2020-01-12 00:00:00,5
AUMELA,2020-02-03 00:00:00,14
AUMELA,2020-02-21 00:00:00,5
AUMELA,2020-03-13 00:00:00,14
AUMELA,2020-04-02 00:00:00,67
AUMELA,2020-05-23 00:00:00,91
AUMELA,2020-06-11 00:00:00,57
AUMELA,2020-07-19 00:00:00,148
AUMELA,2020-09-14 00:00:00,8
AUMELA,2020-11-03 00:00:00,50
AUMELA,2020-11-24 00:00:00,6
AUMELA,2020-11-26 00:00:00,1
AUMELA,2020-12-03 00:00:00,8
AUMELA,2021-01-15 00:00:00,121
AUMELA,2021-01-20 00:00:00,73
AUMELB,2020-10-14 00:00:00,130
AUMELB,2020-11-23 00:00:00,278
AUMELB,2020-12-02 00:00:00,289
AUSYDA,2020-01-24 00:00:00,1778
AUSYDA,2020-02-14 00:00:00,1872
AUSYDA,2020-03-13 00:00:00,1438
AUSYDA,2020-04-10 00:00:00,2055
AUSYDA,2020-06-05 00:00:00,2270
AUSYDA,2020-06-18 00:00:00,2208
AUSYDA,2020-07-06 00:00:00,3637
AUSYDA,2020-08-06 00:00:00,2604
AUSYDA,2020-09-10 00:00:00,2336
BELGGA,2020-03-04 00:00:00,83
BELGGA,2020-03-06 00:00:00,87
BELGGA,2020-05-24 00:00:00,7
BELGGA,2020-07-14 00:00:00,144
BELGGA,2020-08-07 00:00:00,48
BELGGA,2020-11-10 00:00:00,64
BELGGA,2020-11-13 00:00:00,189
BELGGB,2020-02-03 00:00:00,163
BELGGB,2020-02-10 00:00:00,191
BELGGB,2020-06-29 00:00:00,414
BELGGB,2020-07-11 00:00:00,433
BELGGB,2020-07-23 00:00:00,727
CAMSGA,2020-03-06 00:00:00,147
CAMSGA,2020-03-18 00:00:00,140
CAMSGA,2020-05-26 00:00:00,386
CAMSGA,2020-06-02 00:00:00,423
CAMSGA,2020-06-21 00:00:00,329
CAMSGA,2020-06-26 00:00:00,229
CAMSGA,2020-09-22 00:00:00,914
CAMSGA,2020-09-30 00:00:00,389
CARCDA,2020-02-20 00:00:00,2
CARCDA,2020-03-20 00:00:00,4
CARCDA,2020-03-29 00:00:00,17
CAYYZA,2020-03-08 00:00:00,6
CAYYZA,2020-04-04 00:00:00,11
CAYYZA,2020-04-12 00:00:00,13
CNDGMA,2020-01-07 00:00:00,46
CNDGMA,2020-03-15 00:00:00,11
CNDGMA,2020-04-16 00:00:00,1
CNDGMA,2020-04-21 00:00:00,7
CNDGMA,2020-05-16 00:00:00,2
CNDGMA,2020-05-21 00:00:00,4
CNDGMA,2020-05-30 00:00:00,1
CNDGMA,2020-07-04 00:00:00,35
CNDGMA,2020-07-28 00:00:00,3
CNDGMA,2020-08-11 00:00:00,3
CNHKGB,2020-02-07 00:00:00,330
CNHKGB,2020-04-18 00:00:00,183
CNHKGB,2020-07-27 00:00:00,1348
CNHKGB,2020-08-28 00:00:00,2063
CZPRGA,2020-01-28 00:00:00,7899
CZPRGA,2020-04-06 00:00:00,17974
CZPRGA,2020-04-16 00:00:00,10847
CZPRGA,2020-05-04 00:00:00,18146
CZPRGA,2020-05-21 00:00:00,12169
CZPRGA,2020-06-18 00:00:00,11326
CZPRGA,2020-07-27 00:00:00,12835
CZPRGA,2020-08-10 00:00:00,14295
CZPRGA,2020-08-15 00:00:00,5851
CZPRGA,2020-09-13 00:00:00,4859
CZPRGA,2020-09-18 00:00:00,11002
CZPRGA,2020-10-10 00:00:00,7869
CZPRGA,2020-11-04 00:00:00,14549
CZPRGA,2020-11-07 00:00:00,7654
CZPRGA,2020-12-07 00:00:00,28373
DEFRAA,2020-01-09 00:00:00,2396
DEFRAA,2020-01-24 00:00:00,1827
DEFRAA,2020-02-29 00:00:00,2013
DEFRAA,2020-03-08 00:00:00,2162
DEFRAA,2020-04-01 00:00:00,3936
DEFRAA,2020-09-01 00:00:00,7864
DEFRAA,2020-09-30 00:00:00,7342
DEFRAA,2020-10-07 00:00:00,10392
DEFRAB,2020-02-17 00:00:00,9138
DEFRAB,2020-03-24 00:00:00,6791
DEFRAB,2020-03-30 00:00:00,20353
DEFRAB,2020-04-13 00:00:00,19624
DEFRAB,2021-01-20 00:00:00,6969
DEFRAC,2020-11-05 00:00:00,5102
DEFRAC,2021-01-05 00:00:00,2388
ESMADA,2020-03-03 00:00:00,3090
ESMADA,2020-03-25 00:00:00,1061
ESMADA,2020-06-30 00:00:00,2880
ESMADA,2020-08-14 00:00:00,3113
ESMADA,2020-08-23 00:00:00,1617
ESMADA,2020-09-01 00:00:00,3974
ESMADA,2020-10-08 00:00:00,4231
ESMADA,2021-01-06 00:00:00,6079
FRCDGA,2020-09-08 00:00:00,61
FRCDGA,2020-11-04 00:00:00,90
FRCDGA,2020-12-05 00:00:00,874
FRCDGA,2021-01-18 00:00:00,79
GBLONA,2020-01-25 00:00:00,2515
GBLONA,2020-02-28 00:00:00,3270
GBLONA,2020-03-24 00:00:00,7477
GBLONA,2020-04-09 00:00:00,4090
GBLONA,2020-05-03 00:00:00,1233
GBLONA,2020-07-13 00:00:00,4481
GBLONA,2020-09-27 00:00:00,1050
GBLONA,2020-10-20 00:00:00,6019
GBLONA,2020-12-24 00:00:00,2647
GBLTNA,2020-02-09 00:00:00,20897
GBLTNA,2020-06-13 00:00:00,21927
GBLTNA,2020-06-30 00:00:00,30830
GBLTNA,2020-08-24 00:00:00,29824
GBLTNA,2020-09-02 00:00:00,20656
GBLTNA,2020-10-09 00:00:00,23862
JPOSAA,2020-03-26 00:00:00,526
JPOSAA,2020-08-07 00:00:00,543
JPOSAA,2020-08-25 00:00:00,695
JPOSAA,2020-09-15 00:00:00,757
JPOSAA,2020-10-02 00:00:00,397
JPOSAA,2021-01-19 00:00:00,845
PLSLBA,2020-02-27 00:00:00,249
PLSLBA,2020-07-13 00:00:00,1430
PLSLBA,2020-08-04 00:00:00,1933
PLSLBA,2020-08-08 00:00:00,501
PLSLBA,2020-11-30 00:00:00,311
PLSLBA,2020-12-10 00:00:00,106
PLSLBA,2020-12-28 00:00:00,110
PLSLBA,2021-01-05 00:00:00,76
PLSLBB,2020-08-04 00:00:00,21
PLSLBB,2020-10-24 00:00:00,1495
PLSLBB,2021-01-04 00:00:00,3969
USLAXA,2020-03-28 00:00:00,6784
USLAXA,2020-06-03 00:00:00,14049
USLAXA,2020-06-05 00:00:00,11885
USLAXA,2020-07-16 00:00:00,16724
USLAXA,2020-12-10 00:00:00,19670
USNYCA,2020-01-15 00:00:00,4293
USNYCA,2020-02-23 00:00:00,4521
USNYCA,2020-04-07 00:00:00,8638
USNYCA,2020-08-02 00:00:00,8877
USNYCA,2020-09-22 00:00:00,10887
USNYCA,2021-01-16 00:00:00,5978
AUMELA,2020-01-21 00:00:00,10
AUMELA,2020-07-03 00:00:00,122
AUMELA,2020-11-27 00:00:00,3
AUMELB,2020-09-09 00:00:00,169
AUMELB,2020-09-21 00:00:00,134
AUMELB,2020-10-21 00:00:00,114
AUSYDA,2020-01-23 00:00:00,1837
AUSYDA,2020-04-09 00:00:00,2508
AUSYDA,2020-04-11 00:00:00,1443
AUSYDA,2020-04-26 00:00:00,1387
AUSYDA,2020-05-01 00:00:00,1720
AUSYDA,2020-07-17 00:00:00,2657
AUSYDA,2020-07-22 00:00:00,2535
AUSYDA,2020-08-01 00:00:00,1545
AUSYDA,2020-11-27 00:00:00,3899
AUSYDA,2021-01-07 00:00:00,2775
BELGGA,2020-05-16 00:00:00,53
BELGGA,2020-05-31 00:00:00,34
BELGGA,2020-07-20 00:00:00,181
BELGGA,2020-09-25 00:00:00,112
BELGGA,2020-11-15 00:00:00,88
BELGGB,2020-01-09 00:00:00,63
BELGGB,2020-01-28 00:00:00,159
BELGGB,2020-03-19 00:00:00,57
BELGGB,2020-04-03 00:00:00,680
BELGGB,2020-05-23 00:00:00,140
BELGGB,2020-06-23 00:00:00,338
BELGGB,2020-08-02 00:00:00,174
BELGGB,2020-10-31 00:00:00,891
BELGGB,2020-11-16 00:00:00,2803
BELGGB,2020-11-18 00:00:00,2222
BELGGB,2020-11-22 00:00:00,1233
BELGGB,2020-12-28 00:00:00,2888
BELGGB,2021-01-09 00:00:00,1579
CAMSGA,2020-01-05 00:00:00,380
CAMSGA,2020-07-12 00:00:00,917
CAMSGA,2021-01-12 00:00:00,907
CARCDA,2020-02-09 00:00:00,5
CARCDA,2020-03-02 00:00:00,1
CAYYZA,2020-04-09 00:00:00,12
CNDGMA,2020-01-31 00:00:00,5
CNDGMA,2020-02-09 00:00:00,1
CNDGMA,2020-03-05 00:00:00,14
CNDGMA,2020-04-27 00:00:00,4
CNDGMA,2020-05-29 00:00:00,4
CNHKGB,2020-01-03 00:00:00,966
CNHKGB,2020-02-08 00:00:00,162
CNHKGB,2020-03-17 00:00:00,534
CNHKGB,2020-03-30 00:00:00,1059
CNHKGB,2020-07-22 00:00:00,941
CNHKGB,2020-08-30 00:00:00,225
CNHKGB,2020-09-01 00:00:00,708
CNHKGB,2020-12-18 00:00:00,823
CNHKGB,2021-01-21 00:00:00,1039
CZPRGA,2020-01-15 00:00:00,8021
CZPRGA,2020-02-08 00:00:00,4297
CZPRGA,2020-02-17 00:00:00,10903
CZPRGA,2020-03-03 00:00:00,6447
CZPRGA,2020-04-20 00:00:00,18656
CZPRGA,2020-05-28 00:00:00,10079
CZPRGA,2020-06-14 00:00:00,4042
CZPRGA,2020-08-02 00:00:00,4973
CZPRGA,2020-09-17 00:00:00,9183
DEFRAA,2020-02-24 00:00:00,3891
DEFRAA,2020-06-07 00:00:00,2371
DEFRAA,2020-07-14 00:00:00,4831
DEFRAA,2020-09-04 00:00:00,7199
DEFRAA,2020-10-09 00:00:00,7093
DEFRAA,2020-12-29 00:00:00,7248
DEFRAB,2020-03-10 00:00:00,1791
DEFRAB,2020-05-12 00:00:00,8447
DEFRAB,2020-07-16 00:00:00,9543
DEFRAB,2020-08-21 00:00:00,6217
DEFRAB,2020-09-27 00:00:00,1600
DEFRAB,2020-11-11 00:00:00,10940
DEFRAB,2020-11-12 00:00:00,10495
DEFRAB,2020-11-20 00:00:00,9230
DEFRAC,2021-01-08 00:00:00,2438
ESMADA,2020-03-04 00:00:00,1982
ESMADA,2020-04-06 00:00:00,2392
ESMADA,2020-07-06 00:00:00,4056
ESMADA,2020-07-19 00:00:00,1076
ESMADA,2020-07-30 00:00:00,3755
ESMADA,2020-10-10 00:00:00,3508
ESMADA,2020-11-10 00:00:00,4417
ESMADA,2021-01-07 00:00:00,6243
FRCDGA,2020-09-11 00:00:00,22
FRCDGA,2020-12-14 00:00:00,31
FRCDGA,2020-12-20 00:00:00,187
FRCDGA,2021-01-14 00:00:00,248
GBLONA,2020-02-03 00:00:00,5533
GBLONA,2020-04-23 00:00:00,3863
GBLONA,2020-06-17 00:00:00,3822
GBLONA,2020-07-03 00:00:00,3580
GBLONA,2020-07-14 00:00:00,3512
GBLONA,2020-11-08 00:00:00,2636
GBLONA,2020-12-03 00:00:00,7139
GBLONA,2020-12-29 00:00:00,4830
GBLTNA,2020-03-10 00:00:00,30920
GBLTNA,2020-07-22 00:00:00,23710
GBLTNA,2020-08-31 00:00:00,28527
GBLTNA,2020-09-18 00:00:00,17460
GBLTNA,2020-10-04 00:00:00,18297
GBLTNA,2021-01-03 00:00:00,24446
JPOSAA,2020-01-02 00:00:00,759
JPOSAA,2020-01-29 00:00:00,445
JPOSAA,2020-04-07 00:00:00,761
JPOSAA,2020-05-30 00:00:00,361
JPOSAA,2020-09-06 00:00:00,154
JPOSAA,2020-09-18 00:00:00,465
JPOSAA,2020-09-28 00:00:00,545
JPOSAA,2020-11-29 00:00:00,190
PLSLBA,2020-02-20 00:00:00,237
PLSLBA,2020-03-26 00:00:00,158
PLSLBA,2020-05-20 00:00:00,434
PLSLBA,2020-06-17 00:00:00,1575
PLSLBA,2020-08-28 00:00:00,1651
PLSLBA,2020-09-07 00:00:00,1869
PLSLBA,2020-10-20 00:00:00,640
PLSLBA,2020-11-12 00:00:00,565
PLSLBB,2020-10-10 00:00:00,1179
PLSLBB,2020-11-02 00:00:00,2656
PLSLBB,2020-11-05 00:00:00,2270
PLSLBB,2020-11-20 00:00:00,2670
USLAXA,2020-01-24 00:00:00,6779
USLAXA,2020-02-25 00:00:00,8968
USLAXA,2020-03-24 00:00:00,10270
USLAXA,2020-03-25 00:00:00,12386
USLAXA,2020-04-09 00:00:00,18900
USLAXA,2020-04-19 00:00:00,23702
USLAXA,2020-08-06 00:00:00,11476
USLAXA,2020-09-27 00:00:00,12108
USNYCA,2020-01-05 00:00:00,5928
USNYCA,2020-02-04 00:00:00,5325
USNYCA,2020-02-17 00:00:00,6066
USNYCA,2020-03-31 00:00:00,6989
USNYCA,2020-04-16 00:00:00,9189
USNYCA,2020-07-09 00:00:00,15987
USNYCA,2020-07-19 00:00:00,10381
USNYCA,2020-08-12 00:00:00,20395
USNYCA,2020-10-08 00:00:00,11849
USNYCA,2020-11-29 00:00:00,16147
USNYCA,2020-12-08 00:00:00,15307
USNYCA,2020-12-18 00:00:00,12262
USNYCA,2020-12-20 00:00:00,10155
AUMELA,2020-02-12 00:00:00,10
AUMELA,2020-05-22 00:00:00,119
AUMELA,2020-05-31 00:00:00,69
AUMELA,2020-10-27 00:00:00,2
AUMELA,2020-12-10 00:00:00,23
AUMELB,2020-12-05 00:00:00,169
AUSYDA,2020-01-16 00:00:00,1774
AUSYDA,2020-08-22 00:00:00,1552
AUSYDA,2020-09-22 00:00:00,3167
AUSYDA,2020-10-05 00:00:00,3055
AUSYDA,2020-10-14 00:00:00,3116
AUSYDA,2020-11-06 00:00:00,2558
BELGGA,2020-01-01 00:00:00,60
BELGGA,2020-04-25 00:00:00,24
BELGGA,2020-05-18 00:00:00,136
BELGGA,2020-05-22 00:00:00,79
BELGGA,2020-09-09 00:00:00,170
BELGGA,2020-11-03 00:00:00,157
BELGGA,2020-12-19 00:00:00,34
BELGGB,2020-01-07 00:00:00,75
BELGGB,2020-01-20 00:00:00,131
BELGGB,2020-04-05 00:00:00,155
BELGGB,2020-04-14 00:00:00,414
BELGGB,2020-06-19 00:00:00,336
BELGGB,2020-09-06 00:00:00,438
BELGGB,2020-09-20 00:00:00,507
BELGGB,2020-09-28 00:00:00,1119
BELGGB,2020-10-02 00:00:00,861
BELGGB,2020-11-28 00:00:00,3187
BELGGB,2020-12-30 00:00:00,2195
CAMSGA,2020-04-06 00:00:00,511
CAMSGA,2020-06-14 00:00:00,400
CAMSGA,2020-06-28 00:00:00,437
CAMSGA,2020-08-15 00:00:00,227
CAMSGA,2020-08-22 00:00:00,217
CAMSGA,2020-10-15 00:00:00,407
CAMSGA,2020-11-25 00:00:00,590
CAMSGA,2021-01-08 00:00:00,492
CAYYZA,2020-03-15 00:00:00,9
CAYYZA,2020-03-22 00:00:00,7
CAYYZA,2020-04-01 00:00:00,20
CNDGMA,2020-04-20 00:00:00,5
CNDGMA,2020-06-09 00:00:00,7
CNHKGB,2020-02-02 00:00:00,149
CNHKGB,2020-02-13 00:00:00,621
CNHKGB,2020-03-02 00:00:00,549
CNHKGB,2020-04-30 00:00:00,2495
CNHKGB,2020-07-04 00:00:00,593
CNHKGB,2020-07-06 00:00:00,1144
CNHKGB,2020-09-10 00:00:00,778
CNHKGB,2020-10-07 00:00:00,542
CNHKGB,2020-11-01 00:00:00,117
CNHKGB,2020-12-13 00:00:00,246
CZPRGA,2020-01-02 00:00:00,8184
CZPRGA,2020-02-15 00:00:00,4035
CZPRGA,2020-05-08 00:00:00,10494
CZPRGA,2020-05-31 00:00:00,4994
CZPRGA,2020-09-04 00:00:00,8808
CZPRGA,2020-11-15 00:00:00,7680
CZPRGA,2021-01-03 00:00:00,6238
DEFRAA,2020-04-30 00:00:00,4291
DEFRAA,2020-05-13 00:00:00,3589
DEFRAA,2020-07-07 00:00:00,4358
DEFRAA,2020-09-10 00:00:00,7395
DEFRAA,2020-10-24 00:00:00,4165
DEFRAB,2020-02-18 00:00:00,4386
DEFRAB,2020-03-23 00:00:00,14255
DEFRAB,2020-04-03 00:00:00,9888
DEFRAB,2020-04-28 00:00:00,10605
DEFRAB,2020-05-09 00:00:00,6340
DEFRAB,2020-07-11 00:00:00,6412
DEFRAB,2020-08-01 00:00:00,6211
DEFRAB,2020-10-26 00:00:00,17100
DEFRAB,2020-12-21 00:00:00,12290
DEFRAD,2020-12-20 00:00:00,3095
DEFRAD,2021-01-02 00:00:00,3855
DEFRAD,2021-01-04 00:00:00,11203
DEFRAD,2021-01-08 00:00:00,6620
ESMADA,2020-02-04 00:00:00,2109
ESMADA,2020-03-06 00:00:00,1929
ESMADA,2020-05-19 00:00:00,3075
ESMADA,2020-05-30 00:00:00,1336
ESMADA,2020-06-03 00:00:00,2754
ESMADA,2020-07-27 00:00:00,4482
ESMADA,2020-09-24 00:00:00,4839
ESMADA,2020-11-29 00:00:00,4989
ESMADA,2020-12-04 00:00:00,6120
ESMADA,2020-12-22 00:00:00,5830
ESMADA,2021-01-13 00:00:00,6932
FRCDGA,2020-10-30 00:00:00,37
GBLONA,2020-02-18 00:00:00,3382
GBLONA,2020-05-16 00:00:00,3191
GBLONA,2020-07-20 00:00:00,4836
GBLONA,2020-10-26 00:00:00,8942
GBLONA,2021-01-09 00:00:00,4421
GBLONA,2021-01-15 00:00:00,5768
GBLTNA,2020-03-03 00:00:00,26632
GBLTNA,2020-04-18 00:00:00,21378
GBLTNA,2020-07-04 00:00:00,19377
GBLTNA,2020-09-30 00:00:00,24694
GBLTNA,2020-11-20 00:00:00,38382
GBLTNA,2020-12-28 00:00:00,41987
GBLTNA,2021-01-06 00:00:00,32671
JPOSAA,2020-01-18 00:00:00,305
JPOSAA,2020-05-02 00:00:00,332
JPOSAA,2020-07-28 00:00:00,738
JPOSAA,2020-09-17 00:00:00,412
JPOSAA,2020-10-06 00:00:00,577
JPOSAA,2020-12-05 00:00:00,738
PLSLBA,2020-01-28 00:00:00,211
PLSLBA,2020-02-03 00:00:00,258
PLSLBA,2020-04-02 00:00:00,455
PLSLBA,2020-07-25 00:00:00,1311
PLSLBA,2020-11-21 00:00:00,83
PLSLBB,2020-08-23 00:00:00,172
PLSLBB,2020-09-02 00:00:00,425
PLSLBB,2020-10-27 00:00:00,2246
PLSLBB,2020-10-31 00:00:00,1381
USLAXA,2020-01-23 00:00:00,6893
USLAXA,2020-02-05 00:00:00,8072
